YEAR ,LocationAbbr ,LocationDesc ,DataSource ,Topic ,Subtopic ,ShortQuestionText ,Greater_Risk_Question ,Description ,Data_Value_Symbol ,Data_Value_Type ,Greater_Risk_Data_Value ,Greater_Risk_Data_Value_Footnote_Symbol ,Greater_Risk_Data_Value_Footnote ,Greater_Risk_Low_Confidence_Limit ,Greater_Risk_High_Confidence_Limit ,Lesser_Risk_Question ,Lesser_Risk_Data_Value ,Lesser_Risk_Data_Value_Footnote_Symbol ,Lesser_Risk_Data_Value_Footnote ,Lesser_Risk_Low_Confidence_Limit ,Lesser_Risk_High_Confidence_Limit ,Sample_Size ,Sex ,Race ,Grade ,SexualIdentity ,SexOfSexualContacts ,GeoLocation ,TopicId ,SubTopicID ,QuestionCode ,LocationId ,StratID1 ,StratID2 ,StratID3 ,StratID4 ,StratID5 ,StratificationType ,StratID6 
2015,NYJ,"Borough of Queens, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.8774,,,4.5348,7.5858,Did not currently smoke cigars,94.1226,,,92.4142,95.4652,1529,Total,Total,Total,Total,Total,"(40.728224, -73.794852)",C02,C13,H38,119,S1,R1,G1,NYJ,I1,Local,P1
2017,BA,"Baltimore, MD",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.5263,,,7.2786,12.3754,Did not currently smoke cigars,90.4737,,,87.6246,92.7214,739,Total,Total,Total,Total,Total,"(39.290385, -76.612189)",C02,C13,H38,113,S1,R1,G1,BA,I1,Local,P1
2015,PA,Pennsylvania,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,12.516,,,10.6481,14.6579,Did not currently smoke cigars,87.484,,,85.3421,89.3519,2860,Total,Total,Total,Total,Total,"(40.793730152, -77.860700294)",C02,C13,H38,42,S1,R1,G1,PA,I1,State,P1
2017,DT,"Detroit, MI",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.7191,,,0.3327,1.5475,Did not currently frequently smoke cigars,99.2809,,,98.4525,99.6673,1408,Total,Total,Total,Total,Total,"(42.331427, -83.045754)",C02,C13,QNFRCGR,115,S1,R1,G1,DT,I1,Local,P1
2017,NYK,"Borough of Staten Island, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.4518,,,0.7741,2.7067,Did not currently smoke cigars daily,98.5482,,,97.2933,99.2259,1184,Total,Total,Total,Total,Total,"(40.579532, -74.150201)",C02,C13,QNDAYCGR,120,S1,R1,G1,NYK,I1,Local,P1
2017,RI,Rhode Island,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2379,,,0.6775,2.2513,Did not currently frequently smoke cigars,98.7621,,,97.7487,99.3225,2200,Total,Total,Total,Total,Total,"(41.708280193, -71.522470314)",C02,C13,QNFRCGR,44,S1,R1,G1,RI,I1,State,P1
2017,AK,Alaska,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.7484,,,0.3222,1.7289,Did not currently frequently smoke cigars,99.2516,,,98.2711,99.6778,1308,Total,Total,Total,Total,Total,"(64.845079957001, -147.722059036)",C02,C13,QNFRCGR,02,S1,R1,G1,AK,I1,State,P1
2015,MO,Missouri,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.593,,,0.2971,1.1802,Did not currently smoke cigars daily,99.407,,,98.8198,99.7029,1487,Total,Total,Total,Total,Total,"(38.635790776, -92.566300053)",C02,C13,QNDAYCGR,29,S1,R1,G1,MO,I1,State,P1
2017,NM,New Mexico,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.2334,,,0.8179,1.856,Did not currently smoke cigars daily,98.7666,,,98.144,99.1821,5734,Total,Total,Total,Total,Total,"(34.520880952, -106.240580985)",C02,C13,QNDAYCGR,35,S1,R1,G1,NM,I1,State,P1
2017,MA,Massachusetts,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.6536,,,5.2403,8.4141,Did not currently smoke cigars,93.3464,,,91.5859,94.7597,3229,Total,Total,Total,Total,Total,"(42.27687047, -72.082690675)",C02,C13,H38,25,S1,R1,G1,MA,I1,State,P1
2017,NYC,"New York City, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.676,,,0.4816,0.9479,Did not currently smoke cigars daily,99.324,,,99.0521,99.5184,9535,Total,Total,Total,Total,Total,"(40.712784, -74.005941)",C02,C13,QNDAYCGR,121,S1,R1,G1,NYC,I1,Local,P1
2015,OK,Oklahoma,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.4317,,,7.2824,12.1323,Did not currently smoke cigars,90.5683,,,87.8677,92.7176,1602,Total,Total,Total,Total,Total,"(35.472031356, -97.521070214)",C02,C13,H38,40,S1,R1,G1,OK,I1,State,P1
2017,BO,"Boston, MA",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,3.4204,,,2.4425,4.7707,Did not currently smoke cigars,96.5796,,,95.2293,97.5575,1572,Total,Total,Total,Total,Total,"(42.360083, -71.05888)",C02,C13,H38,114,S1,R1,G1,BO,I1,Local,P1
2015,NE,Nebraska,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.8029,,,0.4094,1.5685,Did not currently frequently smoke cigars,99.1971,,,98.4315,99.5906,1667,Total,Total,Total,Total,Total,"(41.641040988001, -99.365720623)",C02,C13,QNFRCGR,31,S1,R1,G1,NE,I1,State,P1
2017,MM,"Miami-Dade County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.3435,,,4.2907,6.6367,Did not currently smoke cigars,94.6565,,,93.3633,95.7093,2820,Total,Total,Total,Total,Total,"(25.551603, -80.632692)",C02,C13,H38,108,S1,R1,G1,MM,I1,Local,P1
2017,ST,"Shelby County, TN",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.3155,,,7.8765,10.9859,Did not currently smoke cigars,90.6845,,,89.0141,92.1235,1873,Total,Total,Total,Total,Total,,C02,C13,H38,NULL,S1,R1,G1,ST,I1,Local,P1
2015,PA,Pennsylvania,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.8501,,,0.5004,1.4405,Did not currently smoke cigars daily,99.1499,,,98.5595,99.4996,2860,Total,Total,Total,Total,Total,"(40.793730152, -77.860700294)",C02,C13,QNDAYCGR,42,S1,R1,G1,PA,I1,State,P1
2015,AL,Alabama,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,13.4154,,,11.2502,15.9225,Did not currently smoke cigars,86.5846,,,84.0775,88.7498,1547,Total,Total,Total,Total,Total,"(32.840571122, -86.631860762)",C02,C13,H38,01,S1,R1,G1,AL,I1,State,P1
2015,ND,North Dakota,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.7064,,,0.3531,1.4081,Did not currently smoke cigars daily,99.2936,,,98.5919,99.6469,2116,Total,Total,Total,Total,Total,"(47.475319779, -100.118421049)",C02,C13,QNDAYCGR,38,S1,R1,G1,ND,I1,State,P1
2015,MM,"Miami-Dade County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1906,,,0.7347,1.924,Did not currently smoke cigars daily,98.8094,,,98.076,99.2653,2700,Total,Total,Total,Total,Total,"(25.551603, -80.632692)",C02,C13,QNDAYCGR,108,S1,R1,G1,MM,I1,Local,P1
2015,MP,Northern Mariana Islands,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.3327,,,0.97,1.8284,Did not currently smoke cigars daily,98.6673,,,98.1716,99.03,2401,Total,Total,Total,Total,Total,"(15.0979, 145.6739)",C02,C13,QNDAYCGR,203,S1,R1,G1,MP,I1,Territory,P1
2015,FT,"Broward County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.8761,,,0.4675,1.6358,Did not currently frequently smoke cigars,99.1239,,,98.3642,99.5325,1402,Total,Total,Total,Total,Total,"(26.190096, -80.365865)",C02,C13,QNFRCGR,106,S1,R1,G1,FT,I1,Local,P1
2017,NY,New York,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.9958,,,0.706,1.4031,Did not currently frequently smoke cigars,99.0042,,,98.5969,99.294,11107,Total,Total,Total,Total,Total,"(42.827001032, -75.543970427)",C02,C13,QNFRCGR,36,S1,R1,G1,NY,I1,State,P1
2017,NYH,"Borough of Brooklyn, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.5205,,,0.2403,1.1235,Did not currently smoke cigars daily,99.4795,,,98.8765,99.7597,2670,Total,Total,Total,Total,Total,"(40.678178, -73.944158)",C02,C13,QNDAYCGR,117,S1,R1,G1,NYH,I1,Local,P1
2017,FW,"Fort Worth, TX",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.137,,,0.6891,1.8705,Did not currently frequently smoke cigars,98.863,,,98.1295,99.3109,3287,Total,Total,Total,Total,Total,"(32.755488, -97.330766)",C02,C13,QNFRCGR,127,S1,R1,G1,FW,I1,Local,P1
2017,PR,Puerto Rico,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.2091,,,0.0698,0.6247,Did not currently smoke cigars daily,99.7909,,,99.3753,99.9302,1704,Total,Total,Total,Total,Total,"(18.220833, -66.590149)",C02,C13,QNDAYCGR,72,S1,R1,G1,PR,I1,Territory,P1
2017,WV,West Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,2.8648,,,1.954,4.1821,Did not currently frequently smoke cigars,97.1352,,,95.8179,98.046,1538,Total,Total,Total,Total,Total,"(38.665510202, -80.712640135)",C02,C13,QNFRCGR,54,S1,R1,G1,WV,I1,State,P1
2017,NYI,"Borough of Manhattan, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,4.3885,,,2.7116,7.0275,Did not currently smoke cigars,95.6115,,,92.9725,97.2884,2269,Total,Total,Total,Total,Total,"(40.78306, -73.971249)",C02,C13,H38,118,S1,R1,G1,NYI,I1,Local,P1
2015,KY,Kentucky,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,13.9691,,,11.7258,16.5611,Did not currently smoke cigars,86.0309,,,83.4389,88.2742,2562,Total,Total,Total,Total,Total,"(37.645970271, -84.774971048)",C02,C13,H38,21,S1,R1,G1,KY,I1,State,P1
2017,OA,"Oakland, CA",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.9284,,,5.5026,8.6895,Did not currently smoke cigars,93.0716,,,91.3105,94.4974,1918,Total,Total,Total,Total,Total,"(37.804364, -122.271114)",C02,C13,H38,101,S1,R1,G1,OA,I1,Local,P1
2015,OA,"Oakland, CA",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.2905,,,5.0521,7.8074,Did not currently smoke cigars,93.7095,,,92.1926,94.9479,1642,Total,Total,Total,Total,Total,"(37.804364, -122.271114)",C02,C13,H38,101,S1,R1,G1,OA,I1,Local,P1
2017,FW,"Fort Worth, TX",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.5258,,,5.5102,7.7133,Did not currently smoke cigars,93.4742,,,92.2867,94.4898,3287,Total,Total,Total,Total,Total,"(32.755488, -97.330766)",C02,C13,H38,127,S1,R1,G1,FW,I1,Local,P1
2015,NYI,"Borough of Manhattan, NY",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.6575,,,3.6562,8.6557,Did not currently smoke cigars,94.3425,,,91.3443,96.3438,1399,Total,Total,Total,Total,Total,"(40.78306, -73.971249)",C02,C13,H38,118,S1,R1,G1,NYI,I1,Local,P1
2017,CH,"Chicago, IL",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.7571,,,0.3999,1.429,Did not currently frequently smoke cigars,99.2429,,,98.571,99.6001,1824,Total,Total,Total,Total,Total,"(41.878114, -87.629798)",C02,C13,QNFRCGR,112,S1,R1,G1,CH,I1,Local,P1
2017,CH,"Chicago, IL",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.4202,,,0.174,1.0116,Did not currently smoke cigars daily,99.5798,,,98.9884,99.826,1824,Total,Total,Total,Total,Total,"(41.878114, -87.629798)",C02,C13,QNDAYCGR,112,S1,R1,G1,CH,I1,Local,P1
2015,BA,"Baltimore, MD",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.5631,,,0.8744,2.7787,Did not currently smoke cigars daily,98.4369,,,97.2213,99.1256,995,Total,Total,Total,Total,Total,"(39.290385, -76.612189)",C02,C13,QNDAYCGR,113,S1,R1,G1,BA,I1,Local,P1
2017,DE,Delaware,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.3686,,,0.8569,2.1791,Did not currently smoke cigars daily,98.6314,,,97.8209,99.1431,2832,Total,Total,Total,Total,Total,"(39.008830667, -75.577741168)",C02,C13,QNDAYCGR,10,S1,R1,G1,DE,I1,State,P1
2017,NM,New Mexico,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.2353,,,8.5297,12.2363,Did not currently smoke cigars,89.7647,,,87.7637,91.4703,5734,Total,Total,Total,Total,Total,"(34.520880952, -106.240580985)",C02,C13,H38,35,S1,R1,G1,NM,I1,State,P1
2017,ID,Idaho,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,6.2518,,,4.8852,7.9686,Did not currently smoke cigars,93.7482,,,92.0314,95.1148,1801,Total,Total,Total,Total,Total,"(43.682630005, -114.363730042)",C02,C13,H38,16,S1,R1,G1,ID,I1,State,P1
2015,MS,Mississippi,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.609,,,1.1067,2.3337,Did not currently smoke cigars daily,98.391,,,97.6663,98.8933,2144,Total,Total,Total,Total,Total,"(32.745510099, -89.538030825)",C02,C13,QNDAYCGR,28,S1,R1,G1,MS,I1,State,P1
2015,ME,Maine,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.809,,,7.8464,9.8771,Did not currently smoke cigars,91.191,,,90.1229,92.1536,9529,Total,Total,Total,Total,Total,"(45.254228894001, -68.985031336)",C02,C13,H38,23,S1,R1,G1,ME,I1,State,P1
2015,NY,New York,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.312,,,0.8615,1.9932,Did not currently smoke cigars daily,98.688,,,98.0068,99.1385,10531,Total,Total,Total,Total,Total,"(42.827001032, -75.543970427)",C02,C13,QNDAYCGR,36,S1,R1,G1,NY,I1,State,P1
2017,HO,"Houston, TX",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.408,,,0.9999,1.9795,Did not currently frequently smoke cigars,98.592,,,98.0205,99.0001,2936,Total,Total,Total,Total,Total,"(29.760427, -95.369803)",C02,C13,QNFRCGR,128,S1,R1,G1,HO,I1,Local,P1
2015,BA,"Baltimore, MD",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.8112,,,0.9858,3.3047,Did not currently frequently smoke cigars,98.1888,,,96.6953,99.0142,995,Total,Total,Total,Total,Total,"(39.290385, -76.612189)",C02,C13,QNFRCGR,113,S1,R1,G1,BA,I1,Local,P1
2015,BO,"Boston, MA",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.924,,,0.5807,1.4673,Did not currently smoke cigars daily,99.076,,,98.5327,99.4193,1639,Total,Total,Total,Total,Total,"(42.360083, -71.05888)",C02,C13,QNDAYCGR,114,S1,R1,G1,BO,I1,Local,P1
2015,ID,Idaho,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.2164,,,0.0753,0.6198,Did not currently smoke cigars daily,99.7836,,,99.3802,99.9247,1750,Total,Total,Total,Total,Total,"(43.682630005, -114.363730042)",C02,C13,QNDAYCGR,16,S1,R1,G1,ID,I1,State,P1
2015,IL,Illinois,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.4324,,,0.9922,2.0638,Did not currently frequently smoke cigars,98.5676,,,97.9362,99.0078,3232,Total,Total,Total,Total,Total,"(40.485010283, -88.997710178)",C02,C13,QNFRCGR,17,S1,R1,G1,IL,I1,State,P1
2017,NY,New York,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.604,,,0.4105,0.888,Did not currently smoke cigars daily,99.396,,,99.112,99.5895,11107,Total,Total,Total,Total,Total,"(42.827001032, -75.543970427)",C02,C13,QNDAYCGR,36,S1,R1,G1,NY,I1,State,P1
2017,KY,Kentucky,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.5485,,,0.3056,0.9826,Did not currently smoke cigars daily,99.4515,,,99.0174,99.6944,1956,Total,Total,Total,Total,Total,"(37.645970271, -84.774971048)",C02,C13,QNDAYCGR,21,S1,R1,G1,KY,I1,State,P1
2017,OK,Oklahoma,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.2022,,,6.4595,10.3631,Did not currently smoke cigars,91.7978,,,89.6369,93.5405,1631,Total,Total,Total,Total,Total,"(35.472031356, -97.521070214)",C02,C13,H38,40,S1,R1,G1,OK,I1,State,P1
2017,DU,"Duval County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,8.1077,,,7.0781,9.2722,Did not currently smoke cigars,91.8923,,,90.7278,92.9219,3373,Total,Total,Total,Total,Total,"(30.350051, -81.603506)",C02,C13,H38,107,S1,R1,G1,DU,I1,Local,P1
2017,DU,"Duval County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.5125,,,1.0966,2.0828,Did not currently frequently smoke cigars,98.4875,,,97.9172,98.9034,3373,Total,Total,Total,Total,Total,"(30.350051, -81.603506)",C02,C13,QNFRCGR,107,S1,R1,G1,DU,I1,Local,P1
2017,VA,Virginia,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.2239,,,0.7779,1.9208,Did not currently frequently smoke cigars,98.7761,,,98.0792,99.2221,3617,Total,Total,Total,Total,Total,"(37.542680674, -78.457890463)",C02,C13,QNFRCGR,51,S1,R1,G1,VA,I1,State,P1
2017,NH,New Hampshire,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,9.5166,,,8.7244,10.3726,Did not currently smoke cigars,90.4834,,,89.6274,91.2756,11992,Total,Total,Total,Total,Total,"(43.655950113, -71.50036092)",C02,C13,H38,33,S1,R1,G1,NH,I1,State,P1
2015,XX,United States,YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,10.3322,,,9.018,11.8131,Did not currently smoke cigars,89.6678,,,88.1869,90.982,15185,Total,Total,Total,Total,Total,,C02,C13,H38,59,S1,R1,G1,XX,I1,National,P1
2015,DT,"Detroit, MI",YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0.4725,,,0.2036,1.0923,Did not currently smoke cigars daily,99.5275,,,98.9077,99.7964,1668,Total,Total,Total,Total,Total,"(42.331427, -83.045754)",C02,C13,QNDAYCGR,115,S1,R1,G1,DT,I1,Local,P1
2017,PB,"Palm Beach County, FL",YRBSS,Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,5.3936,,,4.3693,6.6413,Did not currently smoke cigars,94.6064,,,93.3587,95.6307,2292,Total,Total,Total,Total,Total,"(26.65145, -80.276733)",C02,C13,H38,110,S1,R1,G1,PB,I1,Local,P1
2017,AR,Arkansas,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.8515,,,1.04,3.2753,Did not currently smoke cigars daily,98.1485,,,96.7247,98.96,1584,Total,Total,Total,Total,Total,"(34.748650124, -92.274490743)",C02,C13,QNDAYCGR,05,S1,R1,G1,AR,I1,State,P1
2015,DCB,District of Columbia,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.8178,,,1.5614,2.1155,Did not currently frequently smoke cigars,98.1822,,,97.8845,98.4386,9968,Total,Total,Total,Total,Total,"(38.890371385, -77.031961127)",C02,C13,QNFRCGR,11,S1,R1,G1,DCB,I1,Local,P1
2015,OA,"Oakland, CA",YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.8683,,,0.4401,1.7057,Did not currently frequently smoke cigars,99.1317,,,98.2943,99.5599,1642,Total,Total,Total,Total,Total,"(37.804364, -122.271114)",C02,C13,QNFRCGR,101,S1,R1,G1,OA,I1,Local,P1
2017,NH,New Hampshire,YRBSS,Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,1.1478,,,0.9392,1.402,Did not currently smoke cigars daily,98.8522,,,98.598,99.0608,11992,Total,Total,Total,Total,Total,"(43.655950113, -71.50036092)",C02,C13,QNDAYCGR,33,S1,R1,G1,NH,I1,State,P1
2017,IL,Illinois,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,1.6982,,,0.9933,2.8889,Did not currently frequently smoke cigars,98.3018,,,97.1111,99.0067,4883,Total,Total,Total,Total,Total,"(40.485010283, -88.997710178)",C02,C13,QNFRCGR,17,S1,R1,G1,IL,I1,State,P1
2015,MO,Missouri,YRBSS,Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0.7846,,,0.4271,1.4369,Did not currently frequently smoke cigars,99.2154,,,98.5631,99.5729,1487,Total,Total,Total,Total,Total,"(38.635790776, -92.566300053)",C02,C13,QNFRCGR,29,S1,R1,G1,MO,I1,State,P1
